Taxa	SubjectID	Analysis4	Name	SNV	IgA+IgM-	IgM+IgA-	IgM+IgA+	IgA-IgM-IgG-
Firmicutes Ruminococcus e367dacc4cf58de7164775e5899d4ab2	F10-1	Pos_Stool	Firmicutes Ruminococcus	e367dacc4cf58de7164775e5899d4ab2	0.102861415575792	0.358598230681589	0.435678938166827	0.102861415575792
Firmicutes Ruminococcus e367dacc4cf58de7164775e5899d4ab2	F10-2	Pos_Stool	Firmicutes Ruminococcus	e367dacc4cf58de7164775e5899d4ab2	0.0930723579091532	0.0930723579091532	0.72078292627254	0.0930723579091532
Firmicutes Ruminococcus e367dacc4cf58de7164775e5899d4ab2	F11-2	Pos_Stool	Firmicutes Ruminococcus	e367dacc4cf58de7164775e5899d4ab2	0.0622603849650211	0.0622603849650211	0.813218845104937	0.0622603849650211
Firmicutes Ruminococcus e367dacc4cf58de7164775e5899d4ab2	F12-2	Pos_Stool	Firmicutes Ruminococcus	e367dacc4cf58de7164775e5899d4ab2	0.25	0.25	0.25	0.25
Firmicutes Ruminococcus e367dacc4cf58de7164775e5899d4ab2	F12-3	Pos_Stool	Firmicutes Ruminococcus	e367dacc4cf58de7164775e5899d4ab2	0.190233182537055	0.190233182537055	0.429300452388834	0.190233182537055
Firmicutes Ruminococcus e367dacc4cf58de7164775e5899d4ab2	F13-2	Pos_Stool	Firmicutes Ruminococcus	e367dacc4cf58de7164775e5899d4ab2	0.25	0.25	0.25	0.25
Firmicutes Ruminococcus e367dacc4cf58de7164775e5899d4ab2	F15-2	Pos_Stool	Firmicutes Ruminococcus	e367dacc4cf58de7164775e5899d4ab2	0.25	0.25	0.25	0.25
Firmicutes Ruminococcus e367dacc4cf58de7164775e5899d4ab2	F2-2	Pos_Stool	Firmicutes Ruminococcus	e367dacc4cf58de7164775e5899d4ab2	0.0377089202416676	0.0377089202416676	0.886873239274997	0.0377089202416676
Firmicutes Ruminococcus e367dacc4cf58de7164775e5899d4ab2	F4-2	Pos_Stool	Firmicutes Ruminococcus	e367dacc4cf58de7164775e5899d4ab2	0.25	0.25	0.25	0.25
Firmicutes Ruminococcus e367dacc4cf58de7164775e5899d4ab2	F5-2	Pos_Stool	Firmicutes Ruminococcus	e367dacc4cf58de7164775e5899d4ab2	0.113243561950592	0.113243561950592	0.660269314148224	0.113243561950592
Firmicutes Ruminococcus e367dacc4cf58de7164775e5899d4ab2	F6-2	Pos_Stool	Firmicutes Ruminococcus	e367dacc4cf58de7164775e5899d4ab2	0.25	0.25	0.25	0.25
Firmicutes Ruminococcus e367dacc4cf58de7164775e5899d4ab2	F7-2	Pos_Stool	Firmicutes Ruminococcus	e367dacc4cf58de7164775e5899d4ab2	0.079192786338511	0.079192786338511	0.762421640984467	0.079192786338511
Firmicutes Ruminococcus e367dacc4cf58de7164775e5899d4ab2	F8-2	Pos_Stool	Firmicutes Ruminococcus	e367dacc4cf58de7164775e5899d4ab2	0.0178031239613325	0.707958480266461	0.256435271810874	0.0178031239613325
Firmicutes Ruminococcus e367dacc4cf58de7164775e5899d4ab2	F9-2	Pos_Stool	Firmicutes Ruminococcus	e367dacc4cf58de7164775e5899d4ab2	0.25	0.25	0.25	0.25
Firmicutes Ruminococcus e367dacc4cf58de7164775e5899d4ab2	F9-3	Pos_Stool	Firmicutes Ruminococcus	e367dacc4cf58de7164775e5899d4ab2	0.25	0.25	0.25	0.25
Firmicutes SMB53 8d703908c09c7cb0da2a4398dd74f9f8	F1-1	Pos_Stool	Firmicutes SMB53	8d703908c09c7cb0da2a4398dd74f9f8	0.25	0.25	0.25	0.25
Firmicutes SMB53 8d703908c09c7cb0da2a4398dd74f9f8	F10-1	Pos_Stool	Firmicutes SMB53	8d703908c09c7cb0da2a4398dd74f9f8	0.25	0.25	0.25	0.25
Firmicutes SMB53 8d703908c09c7cb0da2a4398dd74f9f8	F10-2	Pos_Stool	Firmicutes SMB53	8d703908c09c7cb0da2a4398dd74f9f8	0.25	0.25	0.25	0.25
Firmicutes SMB53 8d703908c09c7cb0da2a4398dd74f9f8	F11-2	Pos_Stool	Firmicutes SMB53	8d703908c09c7cb0da2a4398dd74f9f8	0.25	0.25	0.25	0.25
Firmicutes SMB53 8d703908c09c7cb0da2a4398dd74f9f8	F12-2	Pos_Stool	Firmicutes SMB53	8d703908c09c7cb0da2a4398dd74f9f8	0.25	0.25	0.25	0.25
Firmicutes SMB53 8d703908c09c7cb0da2a4398dd74f9f8	F12-3	Pos_Stool	Firmicutes SMB53	8d703908c09c7cb0da2a4398dd74f9f8	0.25	0.25	0.25	0.25
Firmicutes SMB53 8d703908c09c7cb0da2a4398dd74f9f8	F13-2	Pos_Stool	Firmicutes SMB53	8d703908c09c7cb0da2a4398dd74f9f8	0.25	0.25	0.25	0.25
Firmicutes SMB53 8d703908c09c7cb0da2a4398dd74f9f8	F15-2	Pos_Stool	Firmicutes SMB53	8d703908c09c7cb0da2a4398dd74f9f8	0.25	0.25	0.25	0.25
Firmicutes SMB53 8d703908c09c7cb0da2a4398dd74f9f8	F2-2	Pos_Stool	Firmicutes SMB53	8d703908c09c7cb0da2a4398dd74f9f8	0.25	0.25	0.25	0.25
Firmicutes SMB53 8d703908c09c7cb0da2a4398dd74f9f8	F4-2	Pos_Stool	Firmicutes SMB53	8d703908c09c7cb0da2a4398dd74f9f8	0.25	0.25	0.25	0.25
Firmicutes SMB53 8d703908c09c7cb0da2a4398dd74f9f8	F5-2	Pos_Stool	Firmicutes SMB53	8d703908c09c7cb0da2a4398dd74f9f8	0.25	0.25	0.25	0.25
Firmicutes SMB53 8d703908c09c7cb0da2a4398dd74f9f8	F6-2	Pos_Stool	Firmicutes SMB53	8d703908c09c7cb0da2a4398dd74f9f8	0.25	0.25	0.25	0.25
Firmicutes SMB53 8d703908c09c7cb0da2a4398dd74f9f8	F7-2	Pos_Stool	Firmicutes SMB53	8d703908c09c7cb0da2a4398dd74f9f8	0.25	0.25	0.25	0.25
Firmicutes SMB53 8d703908c09c7cb0da2a4398dd74f9f8	F8-2	Pos_Stool	Firmicutes SMB53	8d703908c09c7cb0da2a4398dd74f9f8	0.25	0.25	0.25	0.25
Firmicutes SMB53 8d703908c09c7cb0da2a4398dd74f9f8	F9-2	Pos_Stool	Firmicutes SMB53	8d703908c09c7cb0da2a4398dd74f9f8	0.25	0.25	0.25	0.25
Firmicutes SMB53 8d703908c09c7cb0da2a4398dd74f9f8	F9-3	Pos_Stool	Firmicutes SMB53	8d703908c09c7cb0da2a4398dd74f9f8	0.25	0.25	0.25	0.25
Firmicutes Streptococcus fd496fd32dc8c08ade2e8b6c9d8ee13d	F1-1	Pos_Stool	Firmicutes Streptococcus	fd496fd32dc8c08ade2e8b6c9d8ee13d	0.0196235407564961	0.110875291454956	0.589659702829574	0.279841464958974
Firmicutes Streptococcus fd496fd32dc8c08ade2e8b6c9d8ee13d	F10-1	Pos_Stool	Firmicutes Streptococcus	fd496fd32dc8c08ade2e8b6c9d8ee13d	0.0400543416462557	0.232606650391244	0.624978873746713	0.102360134215787
Firmicutes Streptococcus fd496fd32dc8c08ade2e8b6c9d8ee13d	F10-2	Pos_Stool	Firmicutes Streptococcus	fd496fd32dc8c08ade2e8b6c9d8ee13d	0.302957580354525	0.0238271009003217	0.511008421750681	0.162206896994473
Firmicutes Streptococcus fd496fd32dc8c08ade2e8b6c9d8ee13d	F11-2	Pos_Stool	Firmicutes Streptococcus	fd496fd32dc8c08ade2e8b6c9d8ee13d	0.014681181284731	0.0548640124354478	0.885219947071494	0.0452348592083277
Firmicutes Streptococcus fd496fd32dc8c08ade2e8b6c9d8ee13d	F12-2	Pos_Stool	Firmicutes Streptococcus	fd496fd32dc8c08ade2e8b6c9d8ee13d	0.115217808022236	0.115217808022236	0.654346575933292	0.115217808022236
Firmicutes Streptococcus fd496fd32dc8c08ade2e8b6c9d8ee13d	F12-3	Pos_Stool	Firmicutes Streptococcus	fd496fd32dc8c08ade2e8b6c9d8ee13d	0.385039139336661	0.00890379862925831	0.490050633542052	0.116006428492029
Firmicutes Streptococcus fd496fd32dc8c08ade2e8b6c9d8ee13d	F13-2	Pos_Stool	Firmicutes Streptococcus	fd496fd32dc8c08ade2e8b6c9d8ee13d	0.0407525684016569	0.662055028190161	0.256439835006525	0.0407525684016569
Firmicutes Streptococcus fd496fd32dc8c08ade2e8b6c9d8ee13d	F15-2	Pos_Stool	Firmicutes Streptococcus	fd496fd32dc8c08ade2e8b6c9d8ee13d	0.108787399943371	0.161005377866829	0.707742376823343	0.0224648453664573
Firmicutes Streptococcus fd496fd32dc8c08ade2e8b6c9d8ee13d	F2-2	Pos_Stool	Firmicutes Streptococcus	fd496fd32dc8c08ade2e8b6c9d8ee13d	0.0131686157548175	0.139302749241516	0.0967102992280435	0.750818335775623
Firmicutes Streptococcus fd496fd32dc8c08ade2e8b6c9d8ee13d	F4-2	Pos_Stool	Firmicutes Streptococcus	fd496fd32dc8c08ade2e8b6c9d8ee13d	0.0689705829460813	0.234375357184768	0.365397899574458	0.331256160294693
Firmicutes Streptococcus fd496fd32dc8c08ade2e8b6c9d8ee13d	F5-2	Pos_Stool	Firmicutes Streptococcus	fd496fd32dc8c08ade2e8b6c9d8ee13d	0.0283018867500158	0.0431931296419415	0.841794897498515	0.0867100861095278
Firmicutes Streptococcus fd496fd32dc8c08ade2e8b6c9d8ee13d	F6-2	Pos_Stool	Firmicutes Streptococcus	fd496fd32dc8c08ade2e8b6c9d8ee13d	0.0665968750748927	0.186186625318543	0.359659406529014	0.38755709307755
Firmicutes Streptococcus fd496fd32dc8c08ade2e8b6c9d8ee13d	F7-2	Pos_Stool	Firmicutes Streptococcus	fd496fd32dc8c08ade2e8b6c9d8ee13d	0.0835145739952709	0.257527730550332	0.651705432159769	0.0072522632946285
Firmicutes Streptococcus fd496fd32dc8c08ade2e8b6c9d8ee13d	F8-2	Pos_Stool	Firmicutes Streptococcus	fd496fd32dc8c08ade2e8b6c9d8ee13d	0.750801609937472	0.201830173523931	0.0236841082692989	0.0236841082692989
Firmicutes Streptococcus fd496fd32dc8c08ade2e8b6c9d8ee13d	F9-2	Pos_Stool	Firmicutes Streptococcus	fd496fd32dc8c08ade2e8b6c9d8ee13d	0.0127716033572535	0.48092812556455	0.233025471693201	0.273274799384996
Firmicutes Streptococcus fd496fd32dc8c08ade2e8b6c9d8ee13d	F9-3	Pos_Stool	Firmicutes Streptococcus	fd496fd32dc8c08ade2e8b6c9d8ee13d	0.0296652458794161	0.667939484849739	0.272730023391429	0.0296652458794161
Firmicutes Turicibacter 26c6e3ed14694582e207478c1f23c21f	F1-1	Pos_Stool	Firmicutes Turicibacter	26c6e3ed14694582e207478c1f23c21f	0.120888516537746	0.120888516537746	0.637334450386761	0.120888516537746
Firmicutes Turicibacter 26c6e3ed14694582e207478c1f23c21f	F10-1	Pos_Stool	Firmicutes Turicibacter	26c6e3ed14694582e207478c1f23c21f	0.25	0.25	0.25	0.25
Firmicutes Turicibacter 26c6e3ed14694582e207478c1f23c21f	F10-2	Pos_Stool	Firmicutes Turicibacter	26c6e3ed14694582e207478c1f23c21f	0.25	0.25	0.25	0.25
Firmicutes Turicibacter 26c6e3ed14694582e207478c1f23c21f	F11-2	Pos_Stool	Firmicutes Turicibacter	26c6e3ed14694582e207478c1f23c21f	0.25	0.25	0.25	0.25
Firmicutes Turicibacter 26c6e3ed14694582e207478c1f23c21f	F12-2	Pos_Stool	Firmicutes Turicibacter	26c6e3ed14694582e207478c1f23c21f	0.25	0.25	0.25	0.25
Firmicutes Turicibacter 26c6e3ed14694582e207478c1f23c21f	F12-3	Pos_Stool	Firmicutes Turicibacter	26c6e3ed14694582e207478c1f23c21f	0.25	0.25	0.25	0.25
Firmicutes Turicibacter 26c6e3ed14694582e207478c1f23c21f	F13-2	Pos_Stool	Firmicutes Turicibacter	26c6e3ed14694582e207478c1f23c21f	0.25	0.25	0.25	0.25
Firmicutes Turicibacter 26c6e3ed14694582e207478c1f23c21f	F15-2	Pos_Stool	Firmicutes Turicibacter	26c6e3ed14694582e207478c1f23c21f	0.028981777273065	0.028981777273065	0.913054668180805	0.028981777273065
Firmicutes Turicibacter 26c6e3ed14694582e207478c1f23c21f	F2-2	Pos_Stool	Firmicutes Turicibacter	26c6e3ed14694582e207478c1f23c21f	0.155412755089976	0.155412755089976	0.533761734730072	0.155412755089976
Firmicutes Turicibacter 26c6e3ed14694582e207478c1f23c21f	F4-2	Pos_Stool	Firmicutes Turicibacter	26c6e3ed14694582e207478c1f23c21f	0.25	0.25	0.25	0.25
Firmicutes Turicibacter 26c6e3ed14694582e207478c1f23c21f	F5-2	Pos_Stool	Firmicutes Turicibacter	26c6e3ed14694582e207478c1f23c21f	0.13365423712432	0.086408041754372	0.693529679366936	0.086408041754372
Firmicutes Turicibacter 26c6e3ed14694582e207478c1f23c21f	F6-2	Pos_Stool	Firmicutes Turicibacter	26c6e3ed14694582e207478c1f23c21f	0.066682961514532	0.066682961514532	0.799951115456404	0.066682961514532
Firmicutes Turicibacter 26c6e3ed14694582e207478c1f23c21f	F7-2	Pos_Stool	Firmicutes Turicibacter	26c6e3ed14694582e207478c1f23c21f	0.103879783975873	0.103879783975873	0.103879783975873	0.688360648072382
Firmicutes Turicibacter 26c6e3ed14694582e207478c1f23c21f	F8-2	Pos_Stool	Firmicutes Turicibacter	26c6e3ed14694582e207478c1f23c21f	0.25	0.25	0.25	0.25
Firmicutes Turicibacter 26c6e3ed14694582e207478c1f23c21f	F9-2	Pos_Stool	Firmicutes Turicibacter	26c6e3ed14694582e207478c1f23c21f	0.163538393223118	0.509384820330646	0.163538393223118	0.163538393223118
Firmicutes Turicibacter 26c6e3ed14694582e207478c1f23c21f	F9-3	Pos_Stool	Firmicutes Turicibacter	26c6e3ed14694582e207478c1f23c21f	0.25	0.25	0.25	0.25
Proteobacteria Bilophila 27f098662c8f87b4aaff903d9c0f28d3	F1-1	Pos_Stool	Proteobacteria Bilophila	27f098662c8f87b4aaff903d9c0f28d3	0.0473677234148797	0.293689025109237	0.168783068001366	0.490160183474517
Proteobacteria Bilophila 27f098662c8f87b4aaff903d9c0f28d3	F10-1	Pos_Stool	Proteobacteria Bilophila	27f098662c8f87b4aaff903d9c0f28d3	0.0180248764076841	0.712640822730076	0.251309424454556	0.0180248764076841
Proteobacteria Bilophila 27f098662c8f87b4aaff903d9c0f28d3	F10-2	Pos_Stool	Proteobacteria Bilophila	27f098662c8f87b4aaff903d9c0f28d3	0.066684259412253	0.559763138492645	0.367594726305296	0.0059578757898057
Proteobacteria Bilophila 27f098662c8f87b4aaff903d9c0f28d3	F11-2	Pos_Stool	Proteobacteria Bilophila	27f098662c8f87b4aaff903d9c0f28d3	0.00105881569916139	0.952578523756756	0.0244722930439987	0.0218903675000839
Proteobacteria Bilophila 27f098662c8f87b4aaff903d9c0f28d3	F12-2	Pos_Stool	Proteobacteria Bilophila	27f098662c8f87b4aaff903d9c0f28d3	0.00747748439805805	0.0836862849990466	0.0099501163911796	0.898886114211716
Proteobacteria Bilophila 27f098662c8f87b4aaff903d9c0f28d3	F12-3	Pos_Stool	Proteobacteria Bilophila	27f098662c8f87b4aaff903d9c0f28d3	0.604519693579027	0.0337358151316525	0.347765336784868	0.0139791545044525
Proteobacteria Bilophila 27f098662c8f87b4aaff903d9c0f28d3	F13-2	Pos_Stool	Proteobacteria Bilophila	27f098662c8f87b4aaff903d9c0f28d3	0.150773394456334	0.0189815866578632	0.00625884198319244	0.823986176902611
Proteobacteria Bilophila 27f098662c8f87b4aaff903d9c0f28d3	F15-2	Pos_Stool	Proteobacteria Bilophila	27f098662c8f87b4aaff903d9c0f28d3	0.482390716807582	0.00353764462900797	0.38633618082706	0.12773545773635
Proteobacteria Bilophila 27f098662c8f87b4aaff903d9c0f28d3	F2-2	Pos_Stool	Proteobacteria Bilophila	27f098662c8f87b4aaff903d9c0f28d3	0.25	0.25	0.25	0.25
Proteobacteria Bilophila 27f098662c8f87b4aaff903d9c0f28d3	F4-2	Pos_Stool	Proteobacteria Bilophila	27f098662c8f87b4aaff903d9c0f28d3	0.25	0.25	0.25	0.25
Proteobacteria Bilophila 27f098662c8f87b4aaff903d9c0f28d3	F5-2	Pos_Stool	Proteobacteria Bilophila	27f098662c8f87b4aaff903d9c0f28d3	0.0646508856058794	0.49374968387499	0.376948544913251	0.0646508856058794
Proteobacteria Bilophila 27f098662c8f87b4aaff903d9c0f28d3	F6-2	Pos_Stool	Proteobacteria Bilophila	27f098662c8f87b4aaff903d9c0f28d3	0.0138160913834156	0.0236051919535554	0.105467821504894	0.857110895158136
Proteobacteria Bilophila 27f098662c8f87b4aaff903d9c0f28d3	F7-2	Pos_Stool	Proteobacteria Bilophila	27f098662c8f87b4aaff903d9c0f28d3	0.0180260153459938	0.00346237148047322	0.0691792487711863	0.909332364402347
Proteobacteria Bilophila 27f098662c8f87b4aaff903d9c0f28d3	F8-2	Pos_Stool	Proteobacteria Bilophila	27f098662c8f87b4aaff903d9c0f28d3	0.25	0.25	0.25	0.25
Proteobacteria Bilophila 27f098662c8f87b4aaff903d9c0f28d3	F9-2	Pos_Stool	Proteobacteria Bilophila	27f098662c8f87b4aaff903d9c0f28d3	0.00474985095772374	0.135332929086362	0.00474985095772374	0.855167368998191
Proteobacteria Bilophila 27f098662c8f87b4aaff903d9c0f28d3	F9-3	Pos_Stool	Proteobacteria Bilophila	27f098662c8f87b4aaff903d9c0f28d3	0.25	0.25	0.25	0.25
Proteobacteria Enterobacteriaceae d46e2205f0c6ecf67b51f83d111c509c	F1-1	Pos_Stool	Proteobacteria Enterobacteriaceae	d46e2205f0c6ecf67b51f83d111c509c	0.00842644521291824	0.0243606783217651	0.958786431252398	0.00842644521291824
Proteobacteria Enterobacteriaceae d46e2205f0c6ecf67b51f83d111c509c	F10-1	Pos_Stool	Proteobacteria Enterobacteriaceae	d46e2205f0c6ecf67b51f83d111c509c	0.25	0.25	0.25	0.25
Proteobacteria Enterobacteriaceae d46e2205f0c6ecf67b51f83d111c509c	F10-2	Pos_Stool	Proteobacteria Enterobacteriaceae	d46e2205f0c6ecf67b51f83d111c509c	0.424483169512552	0.00285284295183717	0.464625092666744	0.108038894868866
Proteobacteria Enterobacteriaceae d46e2205f0c6ecf67b51f83d111c509c	F11-2	Pos_Stool	Proteobacteria Enterobacteriaceae	d46e2205f0c6ecf67b51f83d111c509c	0.25	0.25	0.25	0.25
Proteobacteria Enterobacteriaceae d46e2205f0c6ecf67b51f83d111c509c	F12-2	Pos_Stool	Proteobacteria Enterobacteriaceae	d46e2205f0c6ecf67b51f83d111c509c	0.25	0.25	0.25	0.25
Proteobacteria Enterobacteriaceae d46e2205f0c6ecf67b51f83d111c509c	F12-3	Pos_Stool	Proteobacteria Enterobacteriaceae	d46e2205f0c6ecf67b51f83d111c509c	0.25	0.25	0.25	0.25
Proteobacteria Enterobacteriaceae d46e2205f0c6ecf67b51f83d111c509c	F13-2	Pos_Stool	Proteobacteria Enterobacteriaceae	d46e2205f0c6ecf67b51f83d111c509c	0.25	0.25	0.25	0.25
Proteobacteria Enterobacteriaceae d46e2205f0c6ecf67b51f83d111c509c	F15-2	Pos_Stool	Proteobacteria Enterobacteriaceae	d46e2205f0c6ecf67b51f83d111c509c	0.0608043716548409	0.325496209004357	0.552895047685962	0.0608043716548409
Proteobacteria Enterobacteriaceae d46e2205f0c6ecf67b51f83d111c509c	F2-2	Pos_Stool	Proteobacteria Enterobacteriaceae	d46e2205f0c6ecf67b51f83d111c509c	0.01733573579849	0.155032369410254	0.128111016559574	0.699520878231682
Proteobacteria Enterobacteriaceae d46e2205f0c6ecf67b51f83d111c509c	F4-2	Pos_Stool	Proteobacteria Enterobacteriaceae	d46e2205f0c6ecf67b51f83d111c509c	0.671697897715114	0.0506103587297564	0.190203446589867	0.0874882969652626
Proteobacteria Enterobacteriaceae d46e2205f0c6ecf67b51f83d111c509c	F5-2	Pos_Stool	Proteobacteria Enterobacteriaceae	d46e2205f0c6ecf67b51f83d111c509c	0.0990056312420076	0.0572604599523347	0.786473448853323	0.0572604599523347
Proteobacteria Enterobacteriaceae d46e2205f0c6ecf67b51f83d111c509c	F6-2	Pos_Stool	Proteobacteria Enterobacteriaceae	d46e2205f0c6ecf67b51f83d111c509c	0.00307557662257072	0.00593688633287368	0.976298536087919	0.0146890009566362
Proteobacteria Enterobacteriaceae d46e2205f0c6ecf67b51f83d111c509c	F7-2	Pos_Stool	Proteobacteria Enterobacteriaceae	d46e2205f0c6ecf67b51f83d111c509c	0.00842143632366294	0.00842143632366294	0.974735691029011	0.00842143632366294
Proteobacteria Enterobacteriaceae d46e2205f0c6ecf67b51f83d111c509c	F8-2	Pos_Stool	Proteobacteria Enterobacteriaceae	d46e2205f0c6ecf67b51f83d111c509c	0.25	0.25	0.25	0.25
Proteobacteria Enterobacteriaceae d46e2205f0c6ecf67b51f83d111c509c	F9-2	Pos_Stool	Proteobacteria Enterobacteriaceae	d46e2205f0c6ecf67b51f83d111c509c	0.0553441013949534	0.0553441013949534	0.83396769581514	0.0553441013949534
Proteobacteria Enterobacteriaceae d46e2205f0c6ecf67b51f83d111c509c	F9-3	Pos_Stool	Proteobacteria Enterobacteriaceae	d46e2205f0c6ecf67b51f83d111c509c	0.0695480723935144	0.0695480723935144	0.791355782819457	0.0695480723935144
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F1-1	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.120888516537746	0.120888516537746	0.637334450386761	0.120888516537746
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F10-1	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.25	0.25	0.25	0.25
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F10-2	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.0041722689257029	0.0361213955653178	0.40750012542631	0.552206210082669
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F11-2	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.0576199752376068	0.173164254625506	0.316970673908892	0.452245096227995
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F12-2	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.00454925107978655	0.270805492984206	0.134490611778576	0.590154644157432
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F12-3	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.352012781607469	0.0158454207105218	0.505811586120913	0.126330211561096
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F13-2	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.0438181123738413	0.288765709345871	0.623598065906446	0.0438181123738413
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F15-2	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.0304548580378363	0.0592599042907294	0.874969715064419	0.0353155226070153
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F2-2	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.0127025011863493	0.136538902208561	0.214090724463444	0.636667872141646
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F4-2	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.00820182891930388	0.524716578268311	0.0211536570337028	0.445927935778682
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F5-2	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.188523381026585	0.179990354993303	0.600597404218042	0.0308888597620703
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F6-2	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.00821010007637584	0.060336658273509	0.0476891389685394	0.883764102681576
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F7-2	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.0655607690378174	0.0655607690378174	0.0655607690378174	0.803317692886548
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F8-2	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.00273134369042534	0.497091226976064	0.34358082825523	0.156596601078281
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F9-2	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.021677046923683	0.402314194332867	0.338767670242124	0.237241088501326
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F9-3	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.0266639631772299	0.0266639631772299	0.288832170524222	0.657839903121319
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F1-1	Pos_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.1535478747997	0.00637184085304963	0.74812850967625	0.0919517746710009
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F10-1	Pos_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.155601006922593	0.155601006922593	0.533196979232222	0.155601006922593
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F10-2	Pos_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.25	0.25	0.25	0.25
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F11-2	Pos_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.705599100069262	0.0172448249394679	0.259911250051802	0.0172448249394679
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F12-2	Pos_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.07712570138845	0.0160650558430062	0.137175230389949	0.769634012378594
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F12-3	Pos_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.25	0.25	0.25	0.25
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F13-2	Pos_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.25	0.25	0.25	0.25
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F15-2	Pos_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.25	0.25	0.25	0.25
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F2-2	Pos_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.11886727034333	0.0233776060055933	0.834377517645483	0.0233776060055933
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F4-2	Pos_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.135600976205003	0.135600976205003	0.135600976205003	0.593197071384991
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F5-2	Pos_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.168896249777375	0.27080468689164	0.391402813553611	0.168896249777375
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F6-2	Pos_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.25	0.25	0.25	0.25
